id,description,en
v2.form.field.label.educationAttainmentISCED1,Option for form field: ISCED1 education,Primary
v2.form.field.label.educationAttainmentISCED4,Option for form field: ISCED4 education,Secondary
v2.form.field.label.educationAttainmentISCED5,Option for form field: ISCED5 education,Tertiary
v2.form.field.label.educationAttainmentNone,Option for form field: no education,No schooling
v2.form.field.label.healthInstitution,Select item for Health Institution,Health Institution
v2.form.field.label.iDTypeBRN,Option for form field: Type of ID,Birth Registration Number
v2.form.field.label.iDTypeNationalID,Option for form field: Type of ID,National ID
v2.form.field.label.iDTypeNone,Option for form field: Type of ID,None
v2.form.field.label.iDTypePassport,Option for form field: Type of ID,Passport
v2.form.field.label.informantRelation.brother,Label for option brother,Brother
v2.form.field.label.informantRelation.father,Label for option father,Father
v2.form.field.label.informantRelation.grandfather,Label for option Grandfather,Grandfather
v2.form.field.label.informantRelation.grandmother,Label for option Grandmother,Grandmother
v2.form.field.label.informantRelation.legalGuardian,Label for option Legal Guardian,Legal guardian
v2.form.field.label.informantRelation.mother,Label for option mother,Mother
v2.form.field.label.informantRelation.others,Label for option someone else,Someone else
v2.form.field.label.informantRelation.sister,Label for option Sister,Sister
v2.form.field.label.maritalStatusDivorced,Option for form field: Marital status,Divorced
v2.form.field.label.maritalStatusMarried,Option for form field: Marital status,Married
v2.form.field.label.maritalStatusNotStated,Option for form field: Marital status,Not stated
v2.form.field.label.maritalStatusSeparated,Option for form field: Marital status,Separated
v2.form.field.label.maritalStatusSingle,Option for form field: Marital status,Single
v2.form.field.label.maritalStatusWidowed,Option for form field: Marital status,Widowed
v2.form.field.label.otherInstitution,Select item for Other location,Other
v2.form.field.label.privateHome,Select item for Private Home,Residential address
v2.form.field.label.rural,Label for form field checkbox option Rural,Rural
v2.form.field.label.sexFemale,Label for option female,Female
v2.form.field.label.sexMale,Label for option male,Male
v2.form.field.label.sexUnknown,Label for option unknown,Unknown
v2.form.field.label.urban,Label for form field checkbox option Urban,Urban
v2.form.section.documents.title,Form section title for documents,Upload supporting documents
v2.form.section.father.title,Form section title for fathers details,Father's details
v2.form.section.informant.title,Form section title for informants details,Informant's details
v2.form.section.information.birth.bullet1,Form information for birth,Thank you for coming to the Ministry of Justice to register this birth
v2.form.section.information.birth.bullet2,Form information for birth,As the legal Informant it is important that all the information provided by you is accurate.
v2.form.section.information.birth.bullet3,Form information for birth,Once the declaration is processed you will receive an SMS to tell you when to visit the office to collect the certificate - Take your ID with you.
v2.form.section.information.birth.bullet4,Form information for birth,"Make sure you collect the certificate. A birth certificate is critical for this child, especially to make their life easy later on. It will help to access health services, school examinations and government benefits."
v2.form.section.information.birth.bulletList.label,Label for the birth information bullet list,Birth Information
v2.form.section.mother.title,Form section title for mothers details,Mother's details
v2.home.header.searchTool.placeholder,Search tool placeholder,"Search for a tracking ID, name, registration number, national ID, phone number or email"
v2.messages.emptyString,Empty string,
v2.modal.approveCorrection,The title for approve correction modal,Approve correction?
v2.modal.rejectCorrection,The title for reject correction modal,Reject correction?
v2.navigation.CREATED,In progress label in navigation,In progress
v2.navigation.DECLARED,Ready for review label in navigation,Ready for review
v2.navigation.REGISTERED,Ready to print label in navigation,Ready to print
v2.print.certificate.button.confirmPrint,The text for print button,"Yes, print certificate"
v2.print.certificate.button.makeCorrection,The label for correction button of print action,"No, make correction"
v2.print.certificate.onlineOnly,Print certificate online only message,Print certificate is an online only action. Please go online to print the certificate
v2.print.certificate.review.modal.body.print,Print certificate modal body text,A Pdf of the certificate will open in a new tab for printing. The record will move to the ready-to-issue queue.
v2.print.certificate.review.modal.body.printAndIssue,Print certificate modal body text,A Pdf of the certificate will open in a new tab for printing and issuing.
v2.print.certificate.review.printAndIssueModalTitle,Print and issue certificate modal title text,Print and issue certificate?
v2.print.certificate.review.printModalTitle,Print certificate modal title text,Print certificate?
v2.print.certificate.toast.message,Floating Toast message upon certificate ready to print,Certificate is ready to print
v2.printAction.description,The description for print action,Please confirm that the informant has reviewed that the information on the certificate is correct and that it is ready to print.
v2.printAction.title,The title for print action,Print certificate
v2.record-corrected.summary.section.title,Corrections section title,Correction(s)
v2.recordAudit.archive.confirmation.body,Confirmation body for archiving a declaration,This will archive the record and remove it from your workspace
v2.recordAudit.archive.confirmation.title,Confirmation title for archiving a declaration,Archive declaration?
v2.regHome.issued,Label for workqueue tooltip,Empty message
